,title,author,date,tag,collection,transmit,comments,songs,play
1466,『治愈基地』时间是疗伤最好的良药,KIND_CL,2021-11-11,华语-流行-治愈,4080,11,4,85,594416
1467,白鸟衔来信封，里面盛满了玫瑰,郭温暖i,2021-11-04,流行-思念-华语,318,3,5,40,41713
1468,一个双鱼座的听歌列表,哔哔哔朴3611,2021-10-18,华语-流行-治愈,4396,182,70,82,359354
1469,『打工人必备』深夜赶稿的助燃剂,安抵,2021-11-21,流行-工作-兴奋,614,8,3,45,74711
1470,陪我｜在那些糟糕的日子里,引力萬遊,2021-11-12,华语-流行-伤感,2617,398,1,45,161963
1471,荣幸是什么，是江河三千遇见你,gReceYME,2021-11-28,华语-流行-伤感,1048,8,6,119,200657
1472,一个天蝎座的听歌列表,星星为谁哭了,2021-09-24,伤感-华语-流行,11187,90,38,188,1265237
1473,与其仓皇的追赶日落，不如静待满天繁星,来图_NvBX,2021-12-05,华语-流行-伤感,3274,18,6,121,227041
1474,2021全网最火超好听热门歌曲,你还在吗福德,2021-08-24,华语-流行-网络歌曲,10184,96,10,94,1251552
1475,一个双子座的听歌列表,你是我的千金4,2021-11-02,华语-流行-伤感,1597,2,1,151,123743
1476,一个天蝎座的听歌列表,可乐配你的,2021-11-02,华语-流行-伤感,1944,3,7,147,131378
1477,一个双子座的听歌列表,桃花灼情乐,2021-11-09,华语-流行-夜晚,8078,41,35,134,3003409
1478,一起听歌就是共享心跳,心事以海之名,2021-10-08,浪漫-感动,5168,59,42,38,447512
1479,[欧美推荐] 宝藏歌单 超级奶斯,歌带,2021-08-29,欧美-流行-放松,1920,31,6,1413,196462
1480,一个天秤座的听歌列表,有人弄乱了玫瑰-,2021-11-10,华语-流行-夜晚,527,1,8,45,31070
1481,一个摩羯座的听歌列表,星星为谁哭了,2021-09-24,流行-华语-伤感,12210,81,45,199,3302743
1482,[治愈英文]没有名字的夜晚,气泡独白,2021-09-30,欧美-夜晚-安静,5279,150,41,75,308648
1483,【柑橘味棉花糖】再见和日落都是未完待续,柑橘乌云mua,2021-11-02,夜晚-华语-浪漫,449,3,8,28,53519
1484,悲伤情歌：找不到的终点，画不成的圆,星际小罗罗,2021-11-01,华语-夜晚-伤感,2392,3,2,156,275199
1485,情绪‖孤独‖深夜‖Emo系列,GHYKD,2021-10-12,孤独-轻音乐-欧美,4112,136,101,66,164164
1486,2021最好听的网络热歌合集.,曰落看海,2021-11-03,华语-流行-网络歌曲,4042,136,38,177,473960
1487,Lofi低保真 | 舒展在复古中,林楠萌,2021-12-12,轻音乐-学习-下午茶,1751,39,1,113,121651
1488,lofi/蒸汽波|包裹耳朵的游离音符,天赋异禀噢,2021-12-12,轻音乐-学习-工作,655,40,评论,112,99400
1489,待浮花浪蕊俱尽，伴君幽独,想昵称想得头大,2021-11-10,夜晚-孤独-伤感,1450,6,2,573,159185
1490,助眠Lofi：舒缓节拍击碎失眠因子,神先生72,2021-12-16,轻音乐-夜晚-学习,1546,62,1,113,55346
1491,一个射手座的听歌列表,星星为谁哭了,2021-09-24,华语-流行-夜晚,10496,90,39,205,1894463
1492,那天夜里也处于崩溃的边际.,世间仅存的神,2021-11-18,伤感-怀旧-思念,587,1,1,149,37441
1493,网络伤感记 | 要懂得及时止损,奔向你拥抱你一下,2021-08-27,流行-网络歌曲-华语,12743,36,32,74,1749450
1494,【rap】拽姐化妆时听的歌,PURPLECOLDAIR,2021-11-24,欧美-说唱-R&B/Soul,15612,51,5,306,213320
1495,一个双子座的听歌列表,路过的风有没,2021-11-29,华语-流行-伤感,2999,10,5,118,235568
1496,关于我们，你遗憾吗？,爱听歌的狗大叔,2021-07-14,华语-流行-伤感,8632,65,73,113,1546702
1497,PANTHEPACK,Beats,2021-11-26,华语-流行,10184,1015,504,15,115460
1498,极限竞速地平线5 Horizon Pulse,Steve246,2021-10-19,游戏,737,7,19,20,51704
1499,精选超好听热门流行歌曲推荐(更新快),长裙小矮子_l,2021-11-03,华语-流行-榜单,11576,309,21,191,1595817
1500,冬天的第一杯热咖啡和耳机里第一首歌,芸芸小众生,2021-10-29,华语-流行-下午茶,3210,3,1,23,97862
1501,“海的那边还是海吗”,盼你温柔,2021-08-05,华语-流行-翻唱,7927,51,151,315,1114537
1502,与其喜欢深夜的梦，不如爱上凌晨的风,用户quanzai19830612-,2021-11-11,华语-流行-夜晚,6865,29,6,132,493431
1503,〖温柔Lofi〗余晖暖暖，星光闪闪,更汗的887,2021-12-12,轻音乐-工作-学习,3387,46,评论,130,133256
1504,2021爆火流行歌曲一键推荐（更新快）,小乂怕疼,2021-08-25,流行-榜单-华语,15746,312,44,183,2120386
1505,一个狮子座的听歌列表,koji55,2021-11-10,华语-流行-夜晚,1674,5,7,94,442833
1506,甜度超标！给生活来点糖吧,算命的去挖坟,2021-11-14,华语-流行-兴奋,2446,114,8,87,164395
1507,云村超好听热门流行歌曲推荐(更新快),桥本环奈_Fairy,2021-10-10,流行-网络歌曲-榜单,16629,397,24,214,2232364
1508,Lofi&Chill落日步履ᐝ晚风轻拂山间温柔,零度光影乄,2021-11-16,电子-散步-放松,472,8,9,51,35539
1509,孤勇者（《英雄联盟：双城之战》）,S_Y冲鸭,2021-11-18,影视原声-游戏-怀旧,7745,22,56,20,2028212
1510,一个白羊座的听歌列表,福莱特别生气,2021-09-22,华语-流行-网络歌曲,2380,264,107,109,360123
1511,独处时光 | 删繁就简，享受静谧,Sarah-微微,2021-11-19,欧美-夜晚-放松,497,5,2,20,51511
1512,不是每个人都向我对你那么好，请你珍惜我。,小三-_-,2021-11-02,华语-流行-伤感,2160,122,1,88,122873
1513,【卧室小调】慵懒昏暗必备|红酒配星光,JACKDAW少女,2021-09-16,欧美-放松-夜晚,2348,20,5,40,163051
1514,一个巨蟹座的听歌列表,爱着你是吗,2021-09-23,华语-伤感-流行,1289,7,3,342,333550
1515,总要删除一些难过，才能容纳更多快乐,柠檬味的TEA_,2021-11-24,华语-流行-治愈,767,2,1,97,357179
1516,有些歌，听着听着就哭了,有的人活着就已经死了,2021-11-06,夜晚-孤独-伤感,3808,61,15,1562,547972
1517,一个天蝎座的听歌列表,欲望始终难抵你,2021-08-18,流行-说唱-华语,6632,31,16,117,1823142
1518,一个巨蟹座的听歌列表,花毛峰HMF,2021-11-12,华语-流行-治愈,6041,41,33,128,598334
1519,2021全网最火流行歌曲推荐（持更）,何木期,2021-05-31,华语-流行-榜单,14万,794,344,154,25382104
1520,一个水瓶座的听歌列表,三千大世界7,2021-09-24,伤感-华语-流行,13636,234,86,372,5941918
1521,纵使黑夜吞噬了一切，太阳还可以重新回来,你的宝贝呢y,2021-12-03,华语-流行-治愈,11951,235,4,57,1132664
1522,所有事情只要你觉得值得就好,用户ronghang19820415-,2021-11-10,华语-流行-夜晚,4422,16,1,121,346204
1523,网易云宝藏流行歌曲推荐（更新快）,不是阿倩,2021-08-17,华语-流行-榜单,29506,546,222,207,4869766
1524,做个可爱的人，不烦世事，满心欢喜,你说你不要了,2021-11-23,华语-夜晚-流行,2098,6,1,97,125582
1525,2021全网最火超好听热门歌曲,饼干影视,2021-09-11,华语-流行-网络歌曲,10012,25,15,133,1289775
1526,2022年即将火爆全网的听歌列表(持更),花花一点都不甜呐,2021-12-08,华语-流行-浪漫,3432,126,8,45,159485
1527,“开口跪，细数欧美侵入耳膜的温柔”,马可波罗堡-,2021-09-11,流行-欧美-学习,16825,241,11,91,402572
1528,精选集·超级心动的翻唱鸭(个人向),云止川行,2021-11-07,华语-流行-夜晚,2759,129,6,363,269239
1529,戴上耳机♫这一刻世界属于你,南子容,2021-08-01,榜单-华语,6560,217,18,2372,1054710
1530,欧美歌单 | 做作业考研必备/听完英语还好了,马可波罗堡-,2021-09-19,欧美-学习-流行,19259,151,18,94,716947
1531,神仙翻唱｜温柔 心动 个人向.,枕乔,2021-08-05,华语-流行-网络歌曲,64856,437,309,367,9076024
1532,边路打野专属伤感BGM,万人仰我词,2021-08-13,伤感-翻唱-游戏,31057,284,170,118,3625757
1533,Hip-hop | 又拽又酷的小姐姐歌单,WUlian_M,2021-08-15,欧美-说唱-性感,1380,21,4,50,109202
1534,《原神》生日会－原声大碟（2021）,皑尘与雪影,2021-09-26,治愈-ACG-游戏,4314,18,83,56,130769
1535,「治愈集」温柔是通往人心最柔软处的捷径,四季里的懒睡猫,2021-12-09,华语-流行-治愈,542,2,6,38,100899
1536,全网超好听热门流行歌曲推荐（持续更新）,不是阿倩,2021-10-23,流行-网络歌曲-榜单,10219,271,15,202,1289768
1537,好听到单曲循环的中文歌单,少女的喜欢_,2021-10-13,华语-流行,18693,58,7,73,1066859
1538,伤感emo：任由情绪发酵，无边泛滥,浮世千千万万,2021-11-23,华语-夜晚-伤感,3224,23,8,108,402749
1539,“原来真正的伤心，是流不出一滴眼泪”,过往早已变得平淡_,2021-12-12,伤感,973,2,评论,1013,63494
1540,「 热 门 雷 达 」 听腻了你们才知道的宝藏,Candytone,2021-08-23,流行-治愈-伤感,911,19,5,649,95452
1541,这一走，就是永别,不吃西瓜的派大星,2021-11-11,华语-流行-伤感,11645,712,11,72,1118574
1542,精选翻唱：超好听的神仙翻唱合集,RAN甜隐隐,2021-09-13,华语-流行-清新,7788,12,13,119,700214
1543,去吹吹风吧 能醒的话感冒也没关系,刘正武武武,2021-11-07,华语-流行,9154,279,64,106,725074
1544,一个白羊座的听歌列表,在你的心里走了,2021-09-24,华语-流行-伤感,1803,18,14,292,293591
1545,真正喜欢过的人根本就忘不掉吧,Ginuzi,2021-09-07,榜单-伤感-流行,1652,20,27,228,173996
1546,【Billboard】2021年单曲年榜Top100,Keung13,2021-12-03,欧美-流行-榜单,2033,27,13,99,241544
1547,2022全网超好听热门流行歌曲推荐,不准抢我蛋糕,2021-11-05,华语-流行-网络歌曲,31368,664,91,186,3902893
1548,等你熬过所有的苦，就会遇见所有的好,一片孤叶行舟,2021-11-23,华语-流行-夜晚,2491,4,3,240,180552
1549,极限竞速：地平线5 真·原声BGM,阿基Archi,2021-10-12,欧美-游戏-驾车,871,11,73,99,55182
1550,《循环播放》流行热歌大盘点,-甜饼怪BABE-,2021-11-24,流行-性感-榜单,16109,130,9,413,907832
1551,2021原神生日会-原声碟,泥稀虾米,2021-09-26,游戏,2222,8,18,54,70882
1552,听完这个歌单，就忘了TA,再一站我就要下车了,2021-10-31,流行-伤感,162,1,评论,2564,32586
1553,二十岁后的人生好像被按了加速键,陈渝Ya,2021-11-09,流行-伤感-思念,2961,4,111,240,967628
1554,一个射手座的听歌列表,用户yongfangci19600119-,2021-11-12,华语-夜晚-流行,4586,26,7,91,984566
1555,《再见爱人》BGM合集,再见爱人2021,2021-09-29,流行-治愈-综艺,4289,45,36,371,148834
1556,孤独治愈所 | 愿岁月待你温柔如旧,红果果_nlIh,2021-12-07,华语-流行-伤感,2126,729,评论,218,63536
1557,无法拥有的人要好好道别,不再犹豫_czEt,2021-11-27,华语-流行-伤感,3062,11,8,143,187705
1558,【心碎俱乐部】我们见过最后一面了,dear___Emily,2021-11-18,华语-流行-伤感,2231,120,3,158,128656
1559,网易云最好听宝藏歌曲推荐（更新快）,勒溪,2021-05-21,华语-流行-榜单,84305,635,328,243,14192473
1560,2021全网最火流行歌曲一键收听（更新快）,僵尸KlNG,2021-11-29,华语-流行-网络歌曲,580,3,1,370,117086
1561,2021全网爆火流行歌曲推荐（更新快）,勒溪,2021-07-18,华语-流行-榜单,81335,1308,142,258,13827646
1562,台剧《俗女养成记》全两季原声带,讓抱抱爆破了泡泡,2021-09-15,华语-快乐-影视原声,1511,28,12,17,77572
1563,要是无法讨好全世界，那就首先讨好自己吧,安筱泽天,2021-12-03,华语-流行-治愈,12485,23,2,52,8604945
1564,欧美男嗓一秒沦陷,未来的及和夏天告别,2021-11-18,欧美-流行,15400,9,6,76,205466
1565,你会爱上这个歌单②,赶海少女,2021-11-11,流行-治愈,1302,21,5,1401,141912
1566,橘色心情｜驾车飞驰在黄昏下的日落大道,Evelauren,2021-08-27,欧美-驾车-旅行,3245,50,25,31,168716
1567,精选集·超级温柔的翻唱Cover鸭,深海藏曰落,2021-08-02,华语-流行-网络歌曲,82592,591,606,360,11062566
1568,【私藏歌单】宝藏华语歌单！伤感录～,佛系音乐藏家,2021-09-13,华语-伤感-感动,3438,18,27,207,137947
1569,韩综 | 街头女战士 Street Woman Fighter,咕噜咕噜v-,2021-09-08,舞曲-欧美-韩语,1510,6,5,164,113877
1570,天冷了，听个歌单暖一下吧,小陈同学的美滋滋生活吖,2021-11-18,治愈,777,9,评论,665,60852
1571,网易云超好听热门歌曲推荐(持续更新),小乂怕疼,2021-08-01,流行-榜单-网络歌曲,88740,1403,112,262,15171387
1572,一个水瓶座的听歌列表,绿邑i,2021-09-22,华语-流行-伤感,6084,106,23,230,715128
1573,摇滚｜欢迎光临一个人的卧室solo,小熊不伤心_,2021-08-25,华语-摇滚,3346,42,11,30,257559
1574,宝藏歌曲｜开启单曲循环模式,一生向海,2021-06-21,流行-治愈-放松,10144,126,50,1121,1602922
1575,NME杂志：2021年最好的50首单曲,E3-c7,2021-12-07,欧美-流行-另类/独立,609,10,9,50,80857
1576,温柔扑空的感觉很难受吧,和你双排就像坐牢,2021-10-27,华语-流行-翻唱,15940,6,5,119,215496
1577,街头女战士综艺bgm,77牌多肉少女,2021-09-05,舞曲-综艺,985,5,9,116,83595
1578,一个只有狮子座才能听懂的听歌列表,找不到我了吧笨蛋m,2021-11-18,华语-流行-伤感,1893,23,28,122,180985
1579,私藏集丨超好听的温柔翻唱鸭,雪倾星月,2021-11-07,华语-流行-翻唱,2430,119,3,364,179813
1580,后悔吗，我们终究不在一起了.,Bamboo竹子社团,2021-09-22,华语-流行-伤感,3460,125,20,105,542890
1581,2021全网最火超好听热门歌曲,星空悟羽,2021-06-16,华语-翻唱-流行,15056,227,35,8121,3820499
1582,全网好听的歌曲呀,啊你在说什么呀,2021-11-22,流行-放松-快乐,468,7,评论,3348,82385
1583,设计，劲动随心。激情“音”你所属。,捷尼赛思中国,2021-11-04,摇滚-驾车-兴奋,2948,1306,777,15,585933
1584,你还不懂吗？他不会回来了…,仗剑斩天下z,2021-09-12,华语-流行-伤感,4700,37,63,133,971857
1585,一个狮子座的听歌列表,然然K2Y,2021-11-12,华语-流行-夜晚,2711,5,5,97,266366
1586,永劫无间专属伤感BGM,隐败kk,2021-10-01,伤感-游戏-翻唱,4841,36,27,123,601262
1587,华语｜超好听的神仙翻唱哦,世间温柔皆可期,2021-09-15,华语-流行-翻唱,7269,50,19,301,817885
1588,一个只有摩羯座才能听懂的听歌列表,所以别再想起我,2021-08-19,华语-流行-伤感,15373,518,1155,222,1451835
1589,好听到可以单曲循环吖,小陈不爱学习呀,2021-12-14,流行,3008,14,3,1329,150375
1590,2021全网最火超好听热门歌曲（持续更新）,没可能绝不会,2021-08-24,华语-流行-治愈,10710,138,23,117,1296765
1591,及时止损的爱 还是爱吗,宇翊-kay,2021-12-03,华语-流行-伤感,2340,131,5,45,150316
1592,像往常一样 这是何等幸福的事啊,用户loucufan19750318-,2021-11-10,流行-华语-夜晚,4375,18,5,88,584348
1593,音乐x药方｜随身携带一份故乡,郭小寒,2021-10-21,民谣-夜晚-治愈,1093,19,32,66,57186
1594,考研政治记忆神曲,turbo1Z,2021-10-28,学习,4585,103,14,19,85594
1595,“人总要和握不住的东西说再见”,我终究没能等到你来,2021-07-31,流行-伤感-华语,4057,26,30,123,627100
1596,微醺时应该跳舞,热烈水波,2021-09-14,夜晚-浪漫,3088,34,13,52,95561
1597,没必要把怀念弄的比经历还长.,awslawsl-,2021-09-12,华语-流行-伤感,2166,123,16,103,244283
1598,你是在听歌，还是在听自己支离破碎的情绪,TeMpT-y,2021-11-13,华语-流行-伤感,1915,117,6,73,166293
1599,网络热门歌曲翻唱合集（持续更新）,和你双排就像坐牢,2021-09-05,流行-伤感-翻唱,14913,89,81,348,2272052
1600,干嘛听苦情歌以为多浪漫 再浪漫都被拆散,长虹落日_,2021-10-25,伤感-思念-治愈,7386,180,57,201,994844
1601,“进来看看吧，这些比爱情有意思多了”,鸡歪JWoods,2021-11-24,华语-流行-电子,2518,119,7,58,163252
1602,精选｜好听的翻唱Cover集,青岄,2021-08-27,流行-翻唱-华语,3772,208,7,230,655085
1603,有意义的人等再久也不算久.,在无数的坑买了套房,2021-12-16,华语-流行-伤感,2525,149,1,71,149275
1604,我哭，全世界只有我哭,全世界只有我哭,2021-11-07,流行-伤感-夜晚,3602,108,15,76,204190
1605,〔盐系〕清冽的海风〃划过少年的白色衬衫,小满az,2021-11-17,R&B/Soul-放松-流行,259,3,13,48,34039
1606,在你心里我怎么那么好忘,琛崽家的小祖宗朵児M_,2021-11-17,流行-伤感-治愈,2124,142,2,41,196688
1607,刷到此歌单一夜暴富,被雪飘过De夏天,2021-11-18,流行-工作,1312,23,19,2254,210473
1608,有些事转身就是一辈子,是Jsh啊,2021-11-09,华语-流行-伤感,2256,122,评论,55,136793
1609,“愛 會 消 失 嗎”,我想你很久很久了,2021-10-11,流行-感动-治愈,298,25,5,66,160438
1610,在日落大道浪漫出逃 除了风没有别人知道,北方易先生,2021-11-02,华语-流行,389,6,3,30,82070
1611,遗憾吧，就这样结束了.,小黑豪吖,2021-07-10,流行-华语-伤感,3868,125,11,49,287938
1612,十一月情书丨我们的故事就从初冬开始吧,_狗十三-,2021-11-12,华语-夜晚-治愈,6758,121,94,38,664342
1613,有些人注定是用来成长的,GreenDou豆子,2021-11-06,流行-华语-伤感,2857,131,6,54,207688
1614,人啊，最怕突然听懂了一首歌,ONTTIIMM,2021-11-17,华语-流行-孤独,2254,123,1,87,140215
1615,很高兴你能来，不遗憾你离开,20个字以内,2021-12-08,华语-流行-治愈,3634,124,评论,98,60298
1616,『边路伤感』超好听歌曲推荐｜网络热歌,哥哥要喝排骨汤吗,2021-12-02,网络歌曲-伤感-游戏,8157,2321,10,178,419003
1617,你不是失眠，而是在想TA,带着眼泪去旅行,2021-11-18,流行-夜晚-伤感,783,4,1,579,43813
1618,撩妹情话||他日若遂凌云志 一日玩遍长安花,豉汁排骨,2021-12-06,华语-流行,3795,2,2,30,122378
1619,心声独白‖走完同一条街 回到两个世界,故所盼兮丶,2021-11-30,华语-流行-孤独,170,2,3,30,66993
1620,如果当时忍住做朋友就好了,快提醒我做作业,2021-12-14,华语-流行,2426,3,评论,55,115091
1621,爱别人要适可而止，爱自己要尽心尽力,x9w658,2021-09-26,古风-经典-流行,1563,18,8,57,201199
1622,“哭完了吗 挂了”,末日长河,2021-08-05,华语-流行-翻唱,23213,258,673,411,2820504
1623,不知名选手au,Zzeee-,2021-07-17,流行-华语-说唱,33981,281,181,196,2759922
1624,「独立乐队」浪漫宇宙 人间日常,几点洗澡啊,2021-11-07,摇滚-工作-华语,3959,4,评论,34,49638
1625,写作业学习歌单（恋爱学霸可兼得）,挽子子,2021-10-17,华语-学习-00后,991,14,12,1135,114431
1626,“热情有限 爱需及时”,白开水o4,2021-11-07,华语-伤感-流行,2968,146,5,105,226139
1627,“思念变成海 在窗外进不来”,你也没听我好好说,2021-09-07,流行-伤感-网络歌曲,13095,181,106,253,1602320
1628,等女朋友睡着了就把这首歌发她。,君子又美丽,2021-09-22,流行-夜晚-思念,2471,263,16,117,181001
1629,我们恋爱吧第三季丨BGM合集丨背景音乐,平凡至极又帅气非常c,2021-10-06,浪漫-综艺-流行,3633,41,81,372,126905
1630,虽然我会怀念，但是不会回头了,饼饼今天学习了嘛,2021-12-07,说唱-流行-夜晚,2375,125,1,97,104591
1631,精选 温柔翻唱Cover,陷温,2021-06-27,华语-流行-翻唱,12462,170,119,320,1870040
1632,失恋歌单｜终究还是错过了,GYiFi,2021-10-27,治愈-流行-华语,12892,35,6,45,1347889
1633,你终于在我生命中暗了下来,温子琛,2021-11-06,伤感-流行-华语,2296,115,2,49,123587
1634,“既然要走，就别强留”,绿-豆仙,2021-11-06,流行-伤感-治愈,2715,125,7,79,206315
1635,我差点就以为我要赢了,米儿_Cinderella,2021-11-17,流行-伤感-孤独,2211,133,3,40,233779
1636,“爱意随风起 风止意难平”,-爱在日落之前,2021-07-26,流行-翻唱-华语,99898,1067,1689,376,11428025
1637,华语情歌 | 爱意如晚霞渐暖渐浓,贝克克_,2021-12-08,华语-思念-流行,762,4,3,50,146372
1638,一起听歌嘛 让耳机代替我们牵手,Bulreee,2021-12-15,说唱-流行-华语,2439,150,评论,186,31007
1639,不知道算是谁的错，两个人变得话不多,想听心似烟火,2021-08-10,伤感-思念,16626,110,135,183,1898091
1640,甜甜歌| 你啊 总在眼睛藏半盒心事 半盒温柔,赤兔死带喔,2021-10-17,华语-流行-清新,3274,176,10,55,289408
1641,爱让人卑微，让人面目全非.,跟我一起虚度光阴,2021-09-28,华语-流行-伤感,2373,117,10,116,296837
1642,集亿万云村友人们最爱听的歌曲,巨帅一个人,2021-09-04,华语-学习-放松,5753,752,73,1921,548161
1643,「马超」抽 刀 断 舍 离,aka_凌空,2021-07-31,伤感-游戏-翻唱,7668,50,54,136,831363
1644,听完这些歌就放下你了,爱喝茶o2,2021-11-10,华语-流行-翻唱,186,23,5,159,355205
1645,睡前emo：深夜藏在耳机里的孤独,空气很颓废,2021-09-03,华语-夜晚-孤独,4645,85,7,68,652246
1646,失恋别听情歌｜希望冬天的风吹散一年的遗憾,naomizww,2021-12-01,华语-流行-伤感,1578,18,21,40,315826
1647,应该很失落吧 明明相爱却无法在一起,Aricdontluv,2021-10-04,华语-流行-伤感,11386,307,110,86,1203788
1648,【Pitchfork】2021年度最佳百首单曲,恣肆丹青,2021-12-06,欧美-榜单-流行,698,19,8,100,84023
1649,2021全美音乐奖AMA提名名单,欧美音乐杂货铺,2021-10-29,欧美-榜单,1150,18,15,73,137767
1650,願有人永遠陪你浪跡天涯。,97Christopher,2021-11-10,伤感-孤独-华语,2663,124,3,86,183685
1651,情歌300首｜总有一首情歌让你心酸,这条平凡的狗_QwQ,2021-05-31,华语-流行-治愈,44582,444,95,300,8049117
1652,执意要走的人留不住.,爱喝奶昔o3,2021-11-07,华语-伤感-流行,3316,160,11,115,264791
1653,好听到单曲循环的华语歌单,少女的喜欢_,2021-10-13,华语-流行,17126,24,6,56,642166
1654,没有光的地方，影子都会离开.,在深夜说句晚安,2021-10-29,华语-流行-伤感,1422,118,6,98,86888
1655,愿有一人，念你冷暖，懂你悲欢,小婷小婷爱情诗-_-,2021-12-02,华语-流行-伤感,3602,155,1,25,173756
1656,一个00后的听歌列表,叫我欢喜啊,2021-09-20,华语-流行-治愈,8227,49,36,67,569942
1657,橘右京伤感BGM,夜辰tut,2021-09-07,伤感-翻唱-游戏,12520,174,52,123,1455189
1658,世界不及你有趣,JameHuang,2021-11-16,华语-流行-治愈,2340,116,评论,55,145349
1659,欧美解忧店·以温柔撰写年少心事,星隕川,2021-08-31,欧美-流行-00后,2005,36,17,363,176134
1660,『 VLOG美學 』做浪漫的生活藝術家,Soul_Forcer,2021-09-07,欧美-另类/独立-浪漫,5238,707,27,222,207785
1661,告别向|其实每次道别之后 我都有悄悄回头过,早起呆毛会炸,2021-11-17,华语-夜晚-孤独,11443,171,169,44,1284573
1662,最初不相识到最终不相认,最初不相识到最终不相认啊,2021-11-07,华语-流行-夜晚,4110,103,21,69,274968
1663,边路专属循环BGM,是你留的泪晕,2021-12-03,伤感-感动-思念,2267,124,评论,71,149888
1664,“好多喜欢藏在欲言又止里”,是庚野啊,2021-11-06,华语-流行-伤感,2675,128,1,60,191300
1665,崩坏三五周年音乐会【星火流音】,无聊的阿比,2021-10-05,电子-游戏-ACG,6807,10,66,29,172370
1666,当我在地铁上误连别人的手机蓝牙后,酥崽子今天早点睡嘿,2021-09-08,华语-欧美,30602,1167,810,32,786137
1667,心愿会实现吗 会吗 会吧,小懒很懒啊,2021-10-09,流行-治愈-伤感,3525,49,3,79,469726
1668,Weirdcore┃怪核&梦核,Blu_eKe_y,2021-08-12,孤独-怀旧-安静,2897,19,46,156,74737
1669,"独自生活|""希望你是真的坚强，而不是逞强""",Ari非官方指定美黑师,2021-11-14,华语-夜晚-孤独,3811,49,72,37,355642
1670,别再等了，听完这些歌也该放下了.,知晏的小跟班,2021-11-09,夜晚-伤感-孤独,5208,9,6,108,125251
1671,恋人心绪 | 揣摩温柔降落的线索,来我厨房,2021-12-07,华语-流行-浪漫,253,5,5,44,71348
1672,眼睛泛红 突然间就留下了眼泪,VY魏歪,2021-10-02,流行-伤感-治愈,6486,184,16,63,934301
1673,听着悲伤的歌，留着痛心的泪。,苒笑倾城,2021-12-02,华语-流行-伤感,2949,130,3,26,208776
1674,连见面都奢侈的关系，你告诉我该怎么去维系,小彬林彡,2021-11-07,华语-流行-伤感,2313,129,2,37,120647
1675,当我在地铁上误连别人的手机蓝牙后 七宝酥,Elena冰澜,2021-09-19,乡村-欧美-华语,3623,108,109,33,91113
1676,他牵着别人的手，遗忘曾经的我.,所以-呼救,2021-11-19,华语-伤感-翻唱,1394,106,2,83,54964
1677,2022年那些好听到爆了的歌,请记住我不管在哪,2021-12-14,华语-流行,883,分享,评论,82,121626
1678,享 华晨宇｜好想爱这个世界啊,华晨宇onepiece战斗组,2021-09-12,华语-流行-摇滚,1566,45,7,18,56177
1679,ᰔ十二月²⁰²¹ 别给今年的自己留下遗憾,献给莉莉的玫瑰,2021-11-30,华语-浪漫-放松,4923,88,147,45,585176
1680,以后的日子要自己走了,宋望男神,2021-12-14,华语-流行,2276,1,评论,79,67820
1681,总有人山高路远为你而来,小刘同学刘柏新,2021-12-14,华语-流行,2402,分享,1,83,115028
1682,耳机分我一半 OP1,超爱周自珩,2021-08-09,华语-欧美-日语,8259,45,43,79,145020
1683,曲-无⃪-常⃪,那今天就晚安吧,2021-12-16,华语-说唱-浪漫,878,分享,130,60,57366
1684,私藏推荐·温柔到骨子里的翻唱集鸭,鱼丸墨水,2021-11-16,华语-流行-网络歌曲,2310,147,4,349,187759
1685,世界上的惊喜与好运都是你积攒的温柔与善良,西北玄天一片云D,2021-12-06,华语-流行-治愈,11992,36,2,78,1129830
1686,“其实无论怎么选择，都会有遗憾的对吧”,皮卡皮卡1912,2021-12-14,华语-流行,3783,分享,1,81,122651
1687,“再喜欢也抵不过合适”,不当舔狗了啊,2021-08-31,华语-流行-治愈,22199,130,162,101,2380040
1688,限定浪漫•甜甜的恋爱,奶糖赏味期_,2021-08-07,华语-浪漫-韩语,2428,33,27,146,278471
1689,因为喜欢你，我放弃过♡,小黑猫欧芭,2021-12-16,世界音乐-欧美,5131,分享,2,995,139207
1690,「STUDY WITH ME」百利冰咖啡般的学习,硝糖反应给爷死,2021-09-03,学习-孤独-伤感,3523,27,47,41,217583
1691,曹芬最全BGM☚实时更新,杂狗切糕,2021-09-11,电子-流行-夜晚,2177,18,37,165,204282
1692,台剧 华灯初上,Akiramumu,2021-11-28,华语-影视原声,399,16,25,11,42233
1693,少年感||保持热爱，阳光也能变得温柔,JealousBoy,2021-07-25,欧美-流行,7436,85,56,75,484477
1694,要不你还是把我删了吧,爱喝咖啡o1,2021-12-16,华语-流行-翻唱,158,12,评论,201,209230
1695,情感驿站 | 你我各持谎言两端，相互对望,olly的牙缝,2021-12-08,华语-伤感-夜晚,214,2,评论,40,50675
1696,“好好生活 以后没我”,爱喝奶昔o1,2021-11-07,华语-流行-伤感,2244,131,评论,120,121853
1697,DRUCK第七季 Ismail的BGM（正序，持更中）,奥利奥真的好吃鸭,2021-08-31,欧美-小语种,1541,14,33,81,55270
1698,精选：流行治愈伤感,GYiFi,2021-10-27,流行-伤感-华语,11018,362,2,59,1365479
1699,意难平终究只能是意难平.,白开水o3,2021-11-07,华语-流行-伤感,3763,158,10,103,403891
